43879514,197,526052.2
43879515,88,561996.21
43879516,175,798849.12
43879517,499,766909.23
43879518,243,892008.69
43879519,949,178175.82
43879520,722,539213.41
43879521,995,903755.87
43879522,869,518719.1
43879523,352,269159.4
43879524,47,104729.25
43879525,410,828746.56
43879526,769,343393.08
43879527,456,60511.1
43879528,939,567527.99
43879529,363,504207.7
43879530,189,489172.79
43879531,929,489813.29
43879532,156,280949.22
43879533,169,923119.42
43879534,383,703551.01
43879535,835,259342.41
43879536,437,57894.11
43879537,506,102131.57
43879538,725,155585.98
43879539,867,68934.02
43879540,398,775118.07
43879541,421,200442.4
43879542,509,259502.59
43879543,22,711767.15
43879544,785,82440.9
43879545,383,428822.95
43879546,914,754636.03
43879547,562,133329.6
43879548,557,251310.39
43879549,45,936700.72
43879550,387,858035.6
43879551,15,556025.1
43879552,777,617321.28
43879553,863,269158.94
43879554,824,758165.0
43879555,720,366721.2
43879556,92,505763.56
43879557,180,682993.49
43879558,321,463442.97
43879559,48,111560.34
43879560,802,856746.42
43879561,453,494348.63
43879562,925,724124.73
43879563,647,243420.56
43879564,509,348554.63
43879565,215,164898.21
43879566,963,494824.64
43879567,343,247187.99
43879568,327,308475.14
43879569,186,438083.28
43879570,819,798426.46
43879571,900,25708.92
43879572,625,622447.81
43879573,554,280081.37
43879574,762,50951.11
43879575,890,85842.71
43879576,383,772969.53
43879577,650,760438.42
43879578,398,59430.81
43879579,21,35380.83
43879580,886,497879.88
43879581,873,822770.44
43879582,766,955576.94
43879583,342,308683.36
43879584,872,444189.7
43879585,944,464611.07
43879586,499,18590.52
43879587,413,801668.0
43879588,67,579007.13
43879589,188,126779.7
43879590,269,426078.61
43879591,637,326389.29
43879592,162,223566.83
43879593,103,185617.87
43879594,105,680787.23
43879595,683,193769.71
43879596,107,288912.11
43879597,287,766620.0
43879598,696,438690.63
43879599,365,169074.59
43879600,75,771894.48
43879601,446,998653.94
43879602,54,314519.8
43879603,103,457290.19
43879604,664,761757.72
43879605,583,665571.15
43879606,496,160332.29
43879607,858,348409.97
43879608,246,877795.91
43879609,111,130809.59
43879610,807,392178.33
43879611,379,509975.47
43879612,406,879460.83
43879613,769,990677.41
43879614,374,919462.09
43879615,188,862878.91
43879616,799,558479.26
43879617,983,353574.42
43879618,791,256013.9
43879619,13,571661.31
43879620,67,806599.77
43879621,731,530791.63
43879622,996,50205.25
43879623,879,709330.45
43879624,555,699826.01
43879625,610,9108.52
43879626,239,103049.08
43879627,65,68748.33
43879628,908,747057.0
43879629,991,536625.67
43879630,190,59883.24
43879631,590,409659.94
43879632,96,409469.93
43879633,304,77082.01
43879634,451,840530.38
43879635,651,335395.23
43879636,958,745875.71
43879637,198,78891.48
43879638,886,596429.03
43879639,384,828202.14
43879640,569,242576.78
43879641,532,522076.6
43879642,186,833163.68
43879643,500,680797.4
43879644,976,262619.99
43879645,391,42211.02
43879646,235,212363.0
43879647,385,506737.72
43879648,547,924656.52
43879649,458,651945.0
43879650,583,127858.99
43879651,309,931432.88
43879652,118,719049.82
43879653,865,341933.15
43879654,839,557987.25
43879655,184,70101.87
43879656,935,707018.79
43879657,145,903594.0
43879658,320,922137.22
43879659,101,810322.66
43879660,501,974482.83
43879661,625,607553.31
